Name,Office,Address,Telephone,,,,
JW LAW LIMITED,HO,4 The PeacocksCV34 6BS,01926 498 184,operations@sra.org.uk,,,523838
K A ARNOLD & CO,HO,1 Canonbury PlaceN1 2NG,0207 354 4926,kenneth@kaarnold.com, 0207 354 5148,,312139
K C LAW CHAMBERS SOLICITORS,HO,3 Bradbury StreetN16 8JN,0207 254 3353,info@kclawchambers.com, 0207 249 5152, http//www.kclawchambers.com,522071
K G SOLICITORS LIMITED,HO,Lex HouseBB1 5QR,01254 685 695,kganchi@solicitors.co.uk, 01254 671 255,,441912
K J COMMONS & CO,HO,2-6 Upper Jane StreetCA14 4AY,01900 604698,law@kjcommons.co.uk, 01900 609439, http//www.kjcommons.co.uk,67097
K J COMMONS & CO,BRN,76 Lowther StreetCA28 7RB,01946 66699,law@kjcommons.co.uk, 01946 66688, http//www.kjcommons.co.uk,311296
K J COMMONS & CO,BRN,54 Warwick RoadCA1 1DR,01228 822666,law@kjcommons.co.uk, 01228 822667, http//www.kjcommons.co.uk,351243
K J CONROY & CO INCORPORATING BALMORALS,HO,38 George StreetB3 1QA,0121 212 1575,kjc@kjconroy.co.uk, 0121 212 1656, http//www.kjconroy.co.uk,371987
K J VAUGHAN LIMITED,HO,20 Church GateLE11 1UD,01509 232611,keith.vaughan@birdwilfordsale.co.uk, 01509 239081, http//www.birdwilfordsale.co.uk,487808
K J WIPER,HO,PO BOX 166DL1 9eq,01325 242 645,kjw@kjwiper.com, 01325 242 644,,470133
K&L GATES LLP,HO,110 Cannon StreetEC4N 6AR,0207 648 9000,operations@sra.org.uk, 0207 648 9001, http//www.klgates.com,408245
K4 LAW,HO,100 New WalkLE1 7EA,0116 216 0510,info@k4law.com, 0116 255 4316, http//www.k4law.com,490866
KAGAN MOSS & CO,HO,22 The CausewayTW11 0HF,020 8977 6633,info@kaganmoss.co.uk, 020 8977 0183, http//www.kaganmoss.co.uk,51309
KAIM TODNER LLP,BRN,5 The IvoriesN1 2HY,020 7700 0070,solicitors@kaimtodner.com, 020 7619 9222, http//www.kaimtodner.com,440650
KARIS SPYRIS LLP,HO,The Business CentreEN1 3PN,020 8443 7000,operations@sra.org.uk, 020 8443 7051,,446637
KARSLAKES SOLICITORS LIMITED,HO,Friary CourtGU1 3DG,01483 454242,dyeates@karslakes.com, 01483 454243,,418475
KASLERS SOLICITORS LLP,HO,Suite 3ME19 4YU,0845 270 2511,mdb@kaslers.co.uk, 0845 270 2513, http//www.kentsolicitor.co.uk,408936
KASLERS SOLICITORS LLP,BRN,29th FloorE14 5DY,,info@docklandssolicitors.co.uk,, http//www.docklandssolicitors.co.uk,520917
KEARNS & CO,HO,Second FloorW1J 6BD,0207 499 7111,operations@sra.org.uk, 0207 499 7222,,70356
KEEBLE HAWSON,HO,Old Cathedral VicarageS1 1XA,0114 272 2061,email@keeblehawson.co.uk, 0114 270 0813, http//www.keeblehawson.co.uk,281857
KEEBLE HAWSON,BRN,Protection HouseLS1 2BR,0113 244 3121,email@keeblehawson.co.uk, 0113 243 1100, http//www.keeblehawson.co.uk,281860
KEEBLE HAWSON,BRN,5-7 Regent TerraceDN1 2EE,1302366831,email@keeblehawson.co.uk,1302329718, http//www.keblehawson.co.uk,465686
KEELYS LLP,HO,28 Dam StreetWS13 6AA,01543 420000,office@keelys.co.uk, 01543 258469, http//www.keelys.co.uk,490684
KEELYS LLP,BRN,141-143 Shoreditch High StreetE1 6JE,0207 920 7150,operations@sra.org.uk, 0207 920 7171,,490690
KEELYS LLP,BRN,St Peters StreetDE1 3PT,01332 268680,operations@sra.org.uk, 01332 268699, http//www.keelys.co.uk,497118
KEITH FLOWER & CO,HO,62 Pinner GreenHA5 2AB,020 8868 1277,info@keithflower.com, 020 8868 1356, http//www.keithflower.com,48388
KEITH LEVIN & CO,HO,2 Rupert RoadL36 9TF,0151 480 5777,ino@keithlevin.co.uk, 0151 489 2514, http//www.keithlevin.co.uk,62995
KEITH PARK SOLICITORS,BRN,Barrow HouseWA10 1RF,01744 730733,operations@sra.org.uk, 01744 744000,,330690
KEITH READY & CO,HO,Market PlaceDN18 5DD,01652 632215,mail@keithready.co.uk, 01652 660036, http//www.keithreadyco.co.uk,73945
KELLY & CO,HO,49 St. Pauls StreetLS1 2TE,0113 244 2113,kelly@kellyand.co.uk, 0113 242 5395, http//www.kellyand.co.uk,63371
KELSALL & COMPANY,HO,Watergate HouseCH1 2LF,01244  320 610,john.kelsall5@btopenworld.com, 01244 409 563,,365562
KEMP LITTLE LLP,HO,Cheapside HouseEC2V 6BJ,020 7600 8080,emma.cox@kemplittle.com, 020 7600 7878, http//www.kemplittle.com,346477
KEMPNER ROBINSON LLP,HO,Devonshire HallLS8 1AW,0113 393 1921,mail@kempnerrobinson.com, 0113 269 1512, http//www.kempnerrobinson.com,510658
KENDALL & DAVIES LIMITED,HO,Station RoadGL54 2AA,01451 820850,bourton@kendallanddavies.co.uk, 01451 822157, http//www.kendallanddavies.co.uk,419755
KENDALL & DAVIES LIMITED,BRN,Cheltenham HouseGL54 1AB,01451 830295,stow@kendallanddavies.co.uk, 01451 831604, http//www.kendallanddavies.co.uk,419756
KENDALL & DAVIES LIMITED,BRN,7 Sheep StreetOX18 4LS,01993 822025,burford@kendallanddavies.co.uk, 01993 823634, http//www.kendallanddavies.co.uk,419757
KENDALL & DAVIES LIMITED,BRN,Thurstan HouseGL56 0LF,01608 650312,moreton@kendallanddavies.co.uk, 01608 652971, http//www.kendallanddavies.co.uk,419758
KENNEDY & CO SOLICITORS,HO,92 Lichfield StreetB79 7QF,0845 074 5588,adriank@kennedysolicitors.co.uk, 0845 074 5599,,472208
KENNEDYS,HO,25 Fenchurch AvenueEC3M 5AD,020 7667 9667,accounts@kennedys-law.com, 020 7667 9777, http//www.kennedys-law.com,54059
KENNEDYS,BRN,First Floor  Greenwood HouseCM2 0PP,0845 838 4800,r.west@kennedys-law.com, 0845 838 4801, http//www.kennedys-law.com,54062
KENNEDYS,BRN,2nd Floor RearCB2 1NL,020 7638 3688,operations@sra.org.uk, 01223 533 076, http//www.kennedys-law.com,344809
KENNEDYS,BRN,Blackbrook Park AvenueTA1 2PX,01823 692600,operations@sra.org.uk, 01823 692601, http//www.kennedys-law.com,490854
KENNEDYS,BRN,Victoria CourtME14 5FA,01622 625625,operations@sra.org.uk, 01622 625600, http//www.kennedys-law.com,494755
KENNEDYS,BRN,35 Newhall StreetB3 3PU,0121 214 8000,operations@sra.org.uk, 0121 214 8001,,494756
KENNEDYS INCORPORATING KERSHAW ABBOTT,BRN,44 Peter StreetM2 5GP,0161 829 2599,operations@sra.org.uk, 0161 819 2622, http//www..kennedys-law.com,471875
KENNETH BUSH,HO,11 New Conduit StreetPE30 1DG,01553 692233,jeales@kennethbush.com, 01553 767318, http//www.kennethbush.com,44556
KENNETH BUSH,BRN,Evershed HousePE30 1DU,01553 692737,scambridge@kennethbush.com, 01553 691729, http//www.kennethbush.com,44559
KENNETH ELLIOTT & ROWE,HO,Enterprise HouseRM1 3PJ,01708 757575,law@ker.co.uk, 01708 766674, http//www.ker.co.uk,49277
KENSINGTON SOLICITORS,HO,34 Roehampton ValeSW15 3RY,0208 4885798,kensingtonsolicitor@yahoo.co.uk, 0208 488 9875,,465977
KENSINGTON SOLICITORS,BRN,252 High HolbornWC1V 7EN,07931 820 928,operations@sra.org.uk, 0208 488 9875,,467911
KENWRIGHT WALKER WYLLIE,HO,70 Walton RoadKT8 0DL,020 8979 1131,operations@sra.org.uk, 020 8941 0033, http//www.kww.co.uk,193231
KEOGH CAISLEY,HO,1 Upper Grosvenor RoadTN1 2EL,01892 548411,gtarr@keoghcaisley.com, 01892 534155, http//www.keoghcaisley.com,259982
KEOGHS LLP,HO,2 The ParklandsBL6 4SE,01204 677000,info@keoghs.co.uk, 01204 677111, http//www.keoghs.co.uk,448579
KEOGHS LLP,BRN,Compton CourtCV3 2SU,024 7665 8200,operations@sra.org.uk, 024 7665 8268, http//www.keoghs.co.uk,448580
KEOGHS LLP,BRN,Reebok StadiumBL6 6JW,01204 677 000,operations@sra.org.uk, 01204 677 111, http//www.keoghs.co.uk,516939
KEPPE & PARTNERS,HO,33 Candler MewsTW1 3JF,020 8891 4488,info@keppe.co.uk, 020 8892 8171, http//www.keppe.com,67072
KERMAN & CO LLP,HO,200 StrandWC2R 1DJ,2075397272,cag@kermanco.com,2072405780, http//www.kermanco.com,382661
KERSEYS,HO,32 Lloyds AvenueIP1 3HD,01473 213311,info@kerseys-law.co.uk, 01473 214 874, http//www.kerseys-law.co.uk,60227
KERSHAWS,HO,Eagle HouseRG24 7BY,01256 375480,ik@kershaws.net, 01256 375489, http//www.kershaws.net,54098
KERWOODS,HO,7 Church RoadB97 4AD,01527 584444,solicitors@kerwoods.co.uk, 01527 584838, http//www.kerwoods.co.uk,54102
KESTER CUNNINGHAM JOHN,HO,Fairstead HouseIP24 3PL,01842 752401,enquiries@kcj.co.uk, 01842 753555, http//www.kestercunninghamjohn.co.uk,45826
KESTER CUNNINGHAM JOHN,BRN,Beacon HouseIP32 7AR,01284 761233,enquiries@kcj.co.uk, 01284 702225, http//www.kestercunninghamjohn.co.uk,45829
KESTER CUNNINGHAM JOHN,BRN,Trafalgar HouseNR7 0TA,01603 703 070,enquiries@kcj.co.uk, 01603 703075, http//www.kestercunninghamjohn.co.uk,402109
KESTER CUNNINGHAM JOHN,BRN,Chequers HouseCB5 8EU,01223 363111,enquiries@kcj.co.uk, 01223 323370, http//www.kestercunninghamjohn.co.uk,403301
KEVILLS,HO,32-34 St. Thomas's RoadPR7 1HZ,01257 265711,p.singleton@kevills.net, 01257 266925,,60398
KEY2 LAW LLP,HO,18-19 Jockey's FieldsWC1R 4BW,020 7404 2121,info@key2law.co.uk, 020 7404 2323, http//www.key2law.co.uk,401610
KEY2 LAW LLP,BRN,61 High StreetKT17 1RX,0208 393 0941,info@key2law.co.uk, 020 8393 2281, http//www.key2law.co.uk,491468
KEYSTONE LAW LIMITED,HO,Matrix StudiosSW6 3BU,020 7152 6550,enquiries@keystonelaw.co.uk, 0845 4589398, http//www.keystonelaw.co.uk,400999
KHAKHAR & CO SOLICITORS LIMITED,HO,8 Cranbrook RoadIG1 4DJ,0208 478 9881,info@khakharlaw.co.uk, 0208 478 9890, http//www.khakharlaw.co.uk,441777
KHALIQUE KINGSLEY SOLICITORS LIMITED,HO,115 Hoe StreetE17 4RX,0208 521 6222,mail@khalique.co.uk, 0208 521 7222, http//www.khalique.co.uk,399198
KHAN SOLICITORS LIMITED,HO,24 Sunbridge RoadBD1 2AA,01274 301999,anjum@khansolicitors.com, 01274 301998, http//www.khansolicitors.com,492028
KHINDRIA & CO,HO,40 Doughty StreetWC1N 2LF,0207 430 0556,t.khindria@khindria.com, 0207 430 0540,,80056
KIDD & SPOOR,HO,7 Marden RoadNE26 2JN,0191 297 0011,law@kidd-spoor-solicitors.co.uk, 0191 297 0022,,54117
KIDD RAPINET,HO,33 Queen StreetSL6 1NB,01628 621 301,jlett@kiddrapinet.co.uk, 01628 783 150, http//www.kiddrapinet.co.uk,61779
KIDD RAPINET,BRN,20 Cross StreetRG1 1SN,01189 594116,operations@sra.org.uk, 01189 508283, http//www.kiddrapinet.co.uk,61783
KIDD RAPINET,BRN,Parliament HouseSL1 2BW,01753 532541,pastles@kiddrapinet.co.uk, 01753 820501, http//www.kiddrapinet.co.uk,61784
KIDD RAPINET,BRN,14-15 Craven StreetWC2N 5AD,020 7925 0303,operations@sra.org.uk, 020 7925 0334, http//www.kiddrapinet.co.uk,61785
KIDD RAPINET,BRN,Western HouseHP20 2RX,01296 432541,operations@sra.org.uk, 01296 432303, http//www.kiddrapinet.co.uk,61786
KIDD RAPINET,BRN,Thame HouseHP13 6RZ,01494 535321,operations@sra.org.uk, 01494 461291, http//www.kiddrapinet.co.uk,287168
KIDD RAPINET,BRN,17 South StreetGU9 7QU,01252 713242,operations@sra.org.uk, 01252 737506, http//www.kiddrapinet.co.uk,309010
KIDD SPOOR TAYLOR,HO,25 Northumberland SquareNE30 1PW,0191 257 3101,law@kiddspoortaylor.co.uk, 0191 258 5275, http//www.kiddspoortaylor.co.uk,486371
KIDWELLS LAW,HO,17 King StreetHR4 9BX,01432 278179,zt@kidwellsolicitors.co.uk, 01432 275795, http//www.kidwellssolicitors.co.uk,491008
KIMBELLS LLP,HO,Power HouseMK5 8PA,01908 668555,next.step@kimbells.com,1908685085, http//www.kimbells.com,363713
KING & SPALDING INTERNATIONAL LLP,HO,125 Old Broad StreetEC2N 1AR, +44 20 7551 7500,jkeffer@kslaw.com, +44 20 7551 7575, http//www.kslaw.com,371074
KINGS SOLICITORS,HO,KBC Harrow ExchangeHA1 2XU,020 8901 7585,post@kingssolicitors.com, 020 8338 3022, http//www.kingssolicitors.com,326483
KINGSFORDS LLP,BRN,5-7 Bank StreetTN23 1BZ,01233 665544,crp@kingsfords.net, 01233 645836, http//www.kingsfords-solicitors.com,462178
KINGSLEY DAVID SOLICITORS LIMITED,HO,5 Whittle CourtMK5 8FT,01908 325 555,mail@kingsleydavid.com, 01908 692 488, http//www.kingsleydavid.com,484412
KINGSLEY NAPLEY LLP,HO,Knights QuarterEC1M 4AJ,0207 814 1200,info@kingsleynapley.co.uk, 0207 490 2288, http//www.kingsleynapley.co.uk,500046
KIPPAX BEAUMONT LEWIS,HO,28 Mawdsley StreetBL1 1LF,01204 527777,Enquiries@KBL.co.uk, 01204 388940, http//www.kbl.co.uk,61404
KIRBY SIMCOX,HO,111-117 Regent StreetBS15 8LJ,0845 840 0045,info@kirbysimcox.co.uk, 0117 935 2327, http//www.kirbysimcox.co.uk,60204
KIRBY SIMCOX,BRN,36 High StreetBS35 2AJ,01454 412706,info@kirbysimcox.co.uk, 01454 411591, http//www.kirbysimcox.co.uk,60205
KIRBY SIMCOX,BRN,49/50 Queen SquareBS1 4LW,0117 927 3400,info@kirbysimcox.co.uk, 0117 922 1524, http//www.kirbysimcox.co.uk,60206
KIRBYS LLP,HO,32 Victoria AvenueHG1 5PR,01423 542000,mail@kirbyssolicitors.co.uk, 01423 542 001, http//www.kirbyssolicitors.co.uk,497743
KIRBYS SOLICITORS,HO,Milburn HouseNE1 1LE,0191 222 0123,mkirby@kirbysolicitors.com, 0191 222 0567,,303142
KIRK AND PARTNERS,HO,25-27 Passey PlaceSE9 5DF,0208 850 2484,hughlewis@kirklandpartners.co.uk, 0208 850 1529,,515554
KIRKLAND & ELLIS INTERNATIONAL LLP,HO,30 St. Mary AxeEC3A 8AF,020 7469 2000,operations@sra.org.uk, 020 7469 2001, http//www.kirkland.com,349107
KIRKLANDS,HO,Unit 5 Abbey WalkSO51 8JQ,01794 513466,pkirkland@kirklandssolicitors.co.uk, 01794 522378,,54221
KIRKLANDS,BRN,26/28 Commercial RoadSO40 3BY,023 8066 3313,operations@sra.org.uk, 023 8087 1127,,54222
KIRWANS,HO,363 Woodchurch RoadCH42 8PE,0151 608 9078,dsk@kirwanssolicitors.co.uk, 0151 609 0030, http//www.kirwanssolicitors.co.uk,71723
KIRWANS,BRN,236-238 Hoylake RoadCH46 6AD,0151 677 3433,dsk@kirwanssolicitors.co.uk, 0151 641 8509, http//www.kirwanssolicitors.co.uk,387278
KIRWANS,BRN,6th FloorL2 3SX,0151 229 5600,info@kirwanssolicitors.co.uk, 0151 229 5601, http//www.kirwanssolicitors.co.uk,443232
KITE GRIFFIN,HO,Brooke HouseRG12 1LL,01344 425637,brenda@kitegriffin.co.uk, 01344 423536, http//www.kitegriffin.co.uk,54236
KITSON & TROTMAN,HO,The ChampionsDT8 3AN,01308 862313,beaminster@kitsonandtrotman.co.uk, 01308 862033, http//www.kitsonandtrotman.co.uk,54238
KITSON & TROTMAN,BRN,57-58 Broad StreetDT7 3QF,01297 442580,lyme@kitsonandtrotman.co.uk, 01297 442163, http//www.kitsonandtrotman.co.uk,54239
KITSON & TROTMAN,BRN,9 Chancery LaneDT6 3PX,01308 427 436,bridport@kitsonandtrotman.co.uk, 01308 420 335, http//www.kitsonandtrotman.co.uk,290671
KITSONS LLP,HO,Hagley HouseTQ1 1BN,01803 202 020,advicetq@khlaw.co.uk, 01803 299 831, http//www.khlaw.co.uk,517529
KITSONS LLP,BRN,14 Devon SquareTQ12 2HR,01626 203 366,advicena@khlaw.co.uk, 01626 203 360, http//www.khlaw.co.uk,519446
KITSONS LLP,BRN,The ForumEX1 1QR,01392 455 555,adviceexe@khlaw.co.uk, 01392 455 961, http//www.khlaw.co.uk,519447
KITSONS LLP,BRN,55-57 BretonsidePL4 0BD,01752 603040,advicepl@khlaw.co.uk, 01752 601 090, http//www.khlaw.co.uk,519448
KJD,HO,Churchill HouseST1 3RQ,01782 202020,paul.owen@kjd.co.uk, 01782 202040, http//www.kjd.co.uk,54064
KJL SOLICITORS,HO,40 Braydeston CrescentNR13 5LD,01603 717520,kjl@kjl-solicitors.co.uk, 01603 717520, http//www.kjl-solicitors.co.uk,495297
KJP LAW LIMITED,HO,First FloorCH41 6JN,0151 650 6836,infor@kjplaw.co.uk, 0151 666 2276, http//www.kjplaw.co.uk,521738
KK SOLICITORS,HO,The ClubhouseN12 0PG,0208 446 3240,info@kksolicitors.com, 0208 446 3240, http//www.kksolicitors.com,498271
KLEIN SOLICITORS LIMITED,HO,42 Brook StreetW1K 5DB,0207 958 9080,gk@kleinsolicitors.com,2079006375, http//www.kleinsolicitors.com,450437
KLP SOLICITORS,HO,Unit 4  Bramber CourtW14 9PW,0207 471 0382,operations@sra.org.uk, 0207 386 0176,,519884
KLS LAW,HO,Lawshield HouseWA1 1RL,01925 428 198,operations@sra.org.uk, 01925 635209,,496029
KLS LAW,BRN,49 Britton StreetEC1M 5UL,0207 553 7923,operations@sra.org.uk, 0207 490 454,,496031
KNIGHT MCGOLDRICK SOLICITORS,HO,Chester Enterprise CentreCH2 3NE,01244 349 710,slm@knightmcgoldrick.co.uk, 01244 349 711, http//www.knightmcgoldrick.co.uk,450715
KNIGHTS,HO,Regency HouseTN1 1UT,01892 537311,knights@knights-solicitors.co.uk, 01892 526141, http//www.knights-solicitors.co.uk,78180
KNIGHTS SOLICITORS LLP,HO,The BramptonST5 0QW,01782 619225,susan.carnwell@knightsllp.co.uk, 01782 712522, http//www.knightsllp.co.uk,484838
KNIGHTS SOLICITORS LLP,BRN,Eagle TowerGL50 1TA,01782 619225,operations@sra.org.uk, 01782 661118, http//www.knightsllp.co.uk,487968
KNIGHTS SOLICITORS LLP,BRN,28a London RoadSK9 7DZ,01625 586 686,charles.jones@knightsllp.co.uk,, http//www.knightsllp.co.uk,523157
KNIPE WOODHOUSE-SMITH,HO,145-147 High StreetSL9 9QL,01753 887 877,info@knipewoodhouse.com, 01753 885 485,,487314
KNOCKER & FOSKETT,HO,The Red HouseTN13 1JL,01732 459931,kfsols@knocker.foskett.co.uk, 01732 459246, http//www.knocker-foskett.co.uk,54258
KNOWLES BENNING,HO,2 George Street WestLU1 2BX,01582 736861,reception@knowlesbenning.com, 01582 457092, http//www.knowlesbenning.com,54262
KNOWLES BENNING,BRN,32 High StreetSG17 5DG,01462 814824,operations@sra.org.uk, 01462 815188,,54263
KNOWLES BENNING,BRN,24 West StreetLU6 1SN,01582 667711,operations@sra.org.uk, 01582 666893,,54264
KNOX & CO,HO,2nd FloorSE1 1NH,020 7407 1010,info@knoxandco.co.uk, 020 7407 9696, http//www.knoxandco.co.uk,282063
KOTECHA & CO,HO,40b Station RoadHA2 7SE,020 8426 0014,nayna@kotechasolicitors.co.uk, 020 8863 1048, http//www.kotechasolicitors.co.uk,76779
KPM SOLICITORS LLP,HO,116-118 Chancery LaneWC2A 1PP,020 7404 1995,chancery@kpmlegal.co.uk, 020 7404 2335, http//www.kpmlegal.co.uk,508375
KR BIG PROJECTS LIMITED,HO,GreystonesLS8 2PA,0113 393 1921,kempner@kempnerrobinson.com, 0113 209 1512,,510664
KR BIG PROJECTS LIMITED,BRN,Devonshire HallLS8 1AW,,operations@sra.org.uk,,,511805
KSH LAW FIRM,HO,Norfolk HouseNE1 6AG,0191 232 5232,jane.archebold@kshlawfirm.com, 0191 232 5253, http//www.kshlawfirm.com,80121
KUIT STEINART LEVY LLP,HO,3 St. Marys ParsonageM3 2RD,0161 832 3434,marketingteam@kuits.com, 0161 832 6650, http//www.kuits.com,487060
KUNDERT & CO,HO,3 Copthall HouseCV1 2FD,024 7622 7741,info@kundert.co.uk, 024 7625 1417, http//www.kundert.co.uk,54288
KYRIAKIDES & BRAIER,HO,37 Queen Anne StreetW1G 9JB,020 7637 3289,operations@sra.org.uk, 020 7636 3013, http//www.kblaw.co.uk,54304
L & P NOMINEES LTD,HO,Kinnaird HouseSW1Y 5AU,0207 766 5600,operations@sra.org.uk, 0207 766 5675, http//www.leepem.co.uk,421460
L A STEEL,HO,Oxford VillaS70 6HL,01226 770 909,mail@lasteelsolicitors.com, 01226 770 655, http//www.lasteelsolicitors.com,206593
L D LAW LTD,HO,1 West WalkCM20 1LR,01279 441266,sam@ldlaw.co.uk, 01279 436081, http//www.ldlaw.co.uk,408784
L E LAW SOLICITORS,HO,127 High RoadIG10 4LT,020 8508 4691,neil@lelaw.co.uk, 020 8508 6359, http//www.lelaw.co.uk,330663
L G SOLICITORS,HO,39-41 Church StreetSY11 2SZ,01691 652241,operations@sra.org.uk, 01691 670074, http//www.lgsolicitors.co.uk,47959
L M TAYLOR LIMITED,HO,4-8 Kilwardby StreetLE65 2FU,01530 412 167,fishers@fisherslaw.co.uk, 01530 416 146, http//www.fisherslaw.co.uk,511722
L M TAYLOR LIMITED,BRN,74A High StreetDE11 8HS,01283 217 193,fishers@fisherslaw.co.uk, 01283 550 324, http//www.fisherslaw.co.uk,513093
L.K SOLICITORS LIMITED,HO,Evans HouseHA5 5PA,0208 429 6717,lksolicitors@googlemail.com, 0208 429 6718, http//www.iksolicitors.co.uk,508076
LABRUMS,HO,City GateAL1 3JJ,01727 858807,mjl@labrums.co.uk, 01727 841827, http//www.labrums.co.uk,403377
LACEYS,HO,5 Poole RoadBH2 5QL,01202 557256,laceys.b@virgin.net, 01202 551925, http//www.Laceyssolicitors.co.uk,53522
LACEYS,BRN,257 Ashley RoadBH14 9DY,01202 743286,laceys.p@virgin.net, 01202 723156, http//www.laceyssolicitors.co.uk,53524
LACEYS,BRN,Unit 38  Basepoint EnterpriseSO14 5FE,01202 755900,operations@sra.org.uk, 01202 755901,,423570
LADERMAN & CO,HO,4 The ShrubberiesE18 1BD,020 8530 7319,mail@laderman.co.uk, 020 8530 6805, http//www.laderman.co.uk,53528
LADERMAN LAW LIMITED,HO,4 The ShrubberiesE18 1BD,020 8530 7319,mail@laderman.co.uk,2085306805,,417770
LAKE LEGAL LLP,HO,Fountain HouseLS1 5QX,0845 1900001,operations@sra.org.uk, 0845 1900002, http//www.lakelegal.co.uk,515217
LAKHANI & CO,HO,521 Kingsbury RoadNW9 9EG,020 8204 7100,info@lakhanilaw.com, 020 8204 6100, http//www.lakhanilaw.com,265985
LAMB & CO,HO,58 Market StreetCH47 3BB,0151 632 2213,enquiry@lamb-law.co.uk, 0151 632 6801, http//www.lamb-law.com,469536
LAMB & HOLMES,HO,West StreetNN16 0AZ,01536 513195,enquiries@lamb-holmes.co.uk, 01536 410191, http//www.lambandholmes.com,53539
LAMB & HOLMES,BRN,Uppingham HouseNN18 9EZ,01536 745 168,law@lamb-holmes.co.uk, 01536 746 603, http//www.lambandholmes.com,53540
LAMB & SMART,HO,44 Station RoadBH25 6JX,01425 613434,lambsmart@btconnect.com, 01425 616165,,70693
LAMB BROOKS,HO,Victoria HouseRG21 7EQ,01256 844888,operations@sra.org.uk, 01256 330933, http//www.lambbrooks.com,73569
LAMBE CORNER,HO,36 Bridge StreetHR4 9DJ,01432 355301,enq@lambecorner.co.uk, 01432 356619, http//www.lambecorner.co.uk,53547
LAMBERT PUGH,HO,19 Charing CrossNR2 4AX,01603 462 796,mail@lambertpugh.co.uk, 01603 462 807, http//www.lambertpugh.co.uk,424155
LAMPORT BASSITT,HO,46 The AvenueSO17 1AX,023 8083 7777,info@lamportbassitt.co.uk, 023 8083 7788, http//www.lamportbassitt.co.uk,53563
LAMPORT BASSITT,BRN,SoanePointRG1 2EG,0845 0776600,info@lamportbassitt.co.uk, 0845 0776601, http//www.lamportbassitt.co.uk,324116
LANCASTERS,HO,486 Chiswick High RoadW4 5TT,020 8742 1314,lawyers@lancasters-solicitors.com, 020 8742 1574, http//www.lancasters.uk.com,68704
LANCASTERS,HO,11 Quay RoadYO15 2AB,01262 602401,generalenquiries@lancasters-solicitors.co.uk, 01262 400243,,73167
LAND GRAHAM PARTNERSHIP LLP,HO,Lacemaker HouseSL7 3HN,01628 404620,info@lgpsolicitors.co.uk, 01628 404630, http//www.lgpsolicitors.co.uk,472032
LAND LAW LLP,HO,10 - 14 Market StreetWA14 1QB,0161 925 4621,operations@sra.org.uk, 0161 928 8484, http//www.land-law.co.uk,464590
LANDAU ZEFFERTT WEIR,HO,151-153 Bermondsey StreetSE1 3HA,020 7357 9494,mail@lawserve.co.uk, 020 7357 9696, http//www.lawserve.co.uk,79940
LANDMARK SOLICITORS LLP,HO,Whitehall WaterfrontLS1 4EH,0113 2440591,salina@landmarksolicitors.co.uk, 0113 244 1459, http//www.landmarksolicitors.com,473438
LANE & CO,HO,24-26 Broadway NorthWS1 2AJ,01922 700 730,post@lanes4claims.com, 01922 641 843, http//www.lanes4claims.com,53594
LANGLEY WELLINGTON,HO,Royal HouseGL1 1EP,01452 521286,lawyers@langleywellington.co.uk, 01452 307935, http//www.langleywellington.co.uk,270105
LANGLEYS,HO,Olympic HouseLN6 3SE,01522 888 555,operations@sra.org.uk, 01522 888 556, http//www.langleys.co.uk,53608
LANGLEYS,BRN,Queens HouseYO1 6WG,01904 610886,operations@sra.org.uk, 01904 611086, http//www.langleys.co.uk,53611
LANGLEYS,BRN,Great North RoadNG24 1BY,01636 706508,operations@sra.org.uk, 01522 888556,,302327
LANYON BOWDLER,HO,49 Church StreetTF1 1DA,01952 244721,info@lblaw.co.uk, 01952 222418, http//www.lblaw.co.uk,68887
LANYON BOWDLER,BRN,Chapter House NorthSY2 5DE,01743 280280,info@lblaw.co.uk, 01743 282340, http//www.lblaw.co.uk,68888
LANYON BOWDLER,BRN,Brodie HouseTF3 4DR,01952 291222,info@lblaw.co.uk, 01952 292585, http//www.lblaw.co.uk,68891
LANYON BOWDLER INCORPORATING MORGANS,BRN,12 The Business QuarterSY8 1FD,01584 872333,info@lblaw.co.uk, 01584 876459, http//www.lblaw.co.uk,466878
LARGO LAW,HO,10 Silkwood ParkWF5 9TJ,01924 886567,operations@sra.org.uk,, http//www.largo-law.co.uk,514036
LARKEN & CO,HO,10 Lombard StreetNG24 1XE,01636 703333,info@larken.co.uk, 01636 706649, http//www.larken.co.uk,53640
