Name,Office,Address,Telephone,,,,,
RAJ LAW,HO,Trident Business CentreSW17 9SH,020 8516 7730,,savina@rajlaw.co.uk, 020 8516 7731,: http://www.rajlaw.co.uk,421980
RALLI,HO,16-17 Ralli CourtsM3 5FT,0161 832 6131,,ralli@ralli.co.uk, 0161 6150741,: http://www.ralli.co.uk,47058
RATCLIFFE SOLICITORS,HO,The Old RectoryCV23 0HS,01788 833151,,adr@adrlaw.co.uk, 08456 280 666,,300334
REED SMITH LLP,HO,The Broadgate TowerEC2A 2RS,020 3116 3000,,reedsmith@reedsmith.com, 020 3116 3999,: http://www.reedsmith.com,389662
REEDS SOLICITORS LTD,HO,1 Cambridge TerraceOX1 1RR,01865 260230,,lvr@reeds-solicitors.com, 01865 246 968,,366470
REEVES & CO SOLICITORS LIMITED,HO,27 High StreetTN24 8TF,1233665054,,solicitors@reevesandcosolicitors.co.uk,5603138186,: http://www.reevesandcosolicitors.co.uk,489976
REHMANS SOLICITORS,HO,61 Park RoadPE1 2TH,01733 562221,,shakilrehman.solicitor@hotmail.co.uk, 01732 562221,,488258
REYNOLDS DAWSON,HO,34 John Adam StreetWC2N 6HW,020 7839 2373,,colin.reynolds@reynoldsdawson.co.uk, 020 7839 2344,: http://www.reynoldsdawson.co.uk,352604
REYNOLDS PORTER CHAMBERLAIN LLP,HO,Tower Bridge HouseE1W 1AA,020 3060 6000,,rpc@rpc.co.uk, 020 3060 7000,: http://www.rpc.co.uk,440566
RICH & CARR FREER BOUSKELL,HO,P O Box 15  Assurance HouseLE1 9GX,0116 253 8021,,enquiries@richandcarr.co.uk, 0116 253 7427,: http://www.richandcarr.co.uk,43982
RICHARD NELSON SOLICITORS,HO,Priory CourtNG9 2TA,0115 986 3636,,law@richardnelsonsolicitors.co.uk, 0115 986 2626,: http://www.richardnelsonsolicitors.co.uk,383076
RICHARD NELSON SOLICITORS,BRN,Centre GateBS1 4TR,0117 942 5678,,law@richardnelsonsolicitors.co.uk,,: http://www.richardnelsonsolicitors.co.uk,408454
RICHARD NELSON SOLICITORS,BRN,8 The CourtyardB91 3DA,0121 707 7666,,law@richardnelsonsolicitors.co.uk, 0121 707 7999,: http://www.richardnelsonsolicitors.co.uk,422989
RICHARD NELSON SOLICITORS,BRN,43 Temple RowB2 5LS,0121 707 7666,,law@richardnelsonsolicitors.co.uk,,: http://www.richardnelsonsolicitors.co.uk,448436
RICHARD NELSON SOLICITORS,BRN,30-31 Furnival StreetEC4A 1JQ,0207 160 9777,,law@richardnelsonsolicitors.co.uk, 0207 160 9778,: http://www.richardnelsonsolicitors.co.uk,451310
RICHARD NELSON SOLICITORS,BRN,11th Floor 3 Piccadilly PlaceM1 3BN,0161 880 0040,,defencemanch@richardnelsonsolicitors.co.uk, 0333 888 4048,: http://www.richardnelsonsolicitors.co.uk,524405
RICHARD SILVER SOLICITORS,HO,Second FloorM2 5WA,0161 834 9494,,mail@richardsilver.co.uk, 0161 834 8494,: http://www.richardsilver.co.uk,231623
RICHARDSON SOLICITORS LIMITED,HO,Columbia HouseBN13 3HD,01903 831000,,www.sohierichardson@btconnect.com, 01903 831000,: http://www.richardsonsolicitors.co.uk,485393
RICHMOND AND BARNES SOLICITORS,HO,St. Martins HouseEC1A 4EN,020 7195 2266,,info@richmondandbarnes.com,,: http://www.richmondandbarnes.com,490571
RILEY HAYES & CO,HO,24 Waterloo RoadWV1 4BL,01902 773666,,pauline@rileyhayessolicitors.co.uk, 01902 713187,,62371
RINGROSE LAW,HO,Endeavour HousePE21 7TR,01205 311511,,boston@ringroselaw.co.uk, 01205 310410,: http://www.ringroselaw.co.uk,58125
ROBERT LIZAR,HO,101 Princess RoadM14 4RB,0161 227 7777,,info@robertlizar.com, 0161 227 7788,: http://www.robertlizar.com,53298
ROBERTSONS SOLICITORS,HO,75 WalmgateYO1 9TZ,01904 658551,,operations@sra.org.uk, 01904 658556,,268239
ROCHE & CO,HO,The Gate HouseEC4A 1BL,0207 831 2209,,office@rocheco.co.uk, 020 7430 1674,: http://www.rocheco.co.uk,184783
RODMAN PEARCE SOLICITORS LIMITED,HO,54 Wellington StreetLU1 2QH,01582 424 234,,reception@rodmanpearce.com, 01582 424 235,: http://www.rodmanpearce.com,493538
ROGER  CORBETT,HO,Suite 324B18 6DA,0121 5231123,,office@rogercorbettsolicitors.co.uk, 0121 554 8153,,364489
ROGER LONG SOLICITORS,HO,117 Riddlesdown RoadCR8 1DH,02086 685071,,solicitors@rogerlong.co.uk,,,74199
ROGER LONG SOLICITORS,HO,PO Box 2939CR8 1WN,02086 685071,,solicitors@rogerlong.co.uk,,,74199
ROGER PICKLES & CO,HO,15 Richmond TerraceBB1 7BQ,01254 51000,,crime@rogerpickles.org.uk, 01254 59999,,260677
ROITER ZUCKER,HO,Central CourtWC2A 1AL,020 3178 8900,,mail@roiterzucker.co.uk, 020 3178 3298,: http://www.roiterzucker.co.uk,54470
RONALD FLETCHER BAKER LLP,HO,326 Old StreetEC1V 9DR,020 7613 1402,,info@rfblegal.co.uk, 020 7613 2711,: http://www.rfblegal.co.uk,512598
RONALD FLETCHER BAKER LLP,BRN,77a Baker StreetW1U 6RF,020 7467 5757,,info@rfblegal.co.uk, 020 7467 5758,: http://www.rfblegal.co.uk,523362
ROSE & DUNN,HO,58c High StreetWA7 1AW,,,info@rosedunn.com,,: http://www.rosedunn.co.uk,404921
ROSE WILLIAMS & PARTNERS,HO,West CourtB80 7EL,01902 710822,,conveyancing@roselaw.co.uk,,: http://www.roselaw.co.uk,74595
ROSS & CRAIG,HO,12a Upper Berkeley StreetW1H 7QE,020 7262 3077,,reception@rosscraig.com, 020 7258 1550,: http://www.rosscraig.com,71562
ROSS SOLICITORS LIMITED,HO,40 Victoria RoadSN1 3AS,01793 512960,,ghotson@ross-sol.co.uk, 01793 432 962,,510279
ROWBIS SOLICITORS LLP,HO,Morroway HouseGL1 1DW,01452 301903,,t.ashford@rowbis.co.uk, 01452 411 115,: http://www.rowbis.co.uk,489356
ROWE SPARKES PARTNERSHIP,HO,Unit 6PO9 1HB,023 9248 6886,,office@rowe-sparkes.co.uk, 023 9248 5207,,323387
ROYDS LLP,HO,65 Carter LaneEC4V 5HF,020 7583 2222,,info@royds.com, 020 7583 2034,: http://www.royds.com,469004
ROYDS LLP,BRN,18 Crown LaneSM4 5BS,020 8542 1067,,operations@sra.org.uk, 020 8544 0246,: http://www.royds.com,469010
RTL SOLICITORS LIMITED,BRN,Building 3  Chiswick ParkW4 5YA,0208 849 7400,,info@capitalpropertylawyers.co.uk, 0208 849 7404,: http://www.capitalpropertylawyers.co.uk,524598
RUSSELL - COOKE LLP,HO,2 Putney HillSW15 6AB,0208 789 9111,,helpdesk@russell-cooke.co.uk, 020 8780 1194,: http://www.russell-cooke.co.uk,465322
RUSSELL - COOKE LLP,BRN,Bishops Palace HouseKT1 1QN,020 8546 6111,,operations@sra.org.uk, 020 8541 4404,: http://www.russell-cooke.co.uk,465340
RUSSELL - COOKE LLP,BRN,8 Bedford RowWC1R 4BX,020 7405 6566,,operations@sra.org.uk, 020 7831 2565,: http://www.russell-cooke.co.uk,465350
RUSSELL JONES & WALKER,HO,50-52 Chancery LaneWC2A 1HL,2076571555,,enquiries@rjw.co.uk,2076571557,: http://www.rjw.co.uk,54695
RUSSELL JONES & WALKER,BRN,11th Floor  The McLaren BuildiB4 7LN,0121 233 8300,,enquiries@rjw.co.uk, 0121 233 8303,: http://www.rjw.co.uk,54697
RUSSELL JONES & WALKER,BRN,Broad Quay HouseBS1 4DJ,0117 374 2222,,enquiries@rjw.co.uk, 0117 374 2233,: http://www.rjw.co.uk,54699
RUSSELL JONES & WALKER,BRN,First FloorM1 4DZ,0161 383 3500,,enquiries@rjw.co.uk,,: http://www.rjw.co.uk,54703
RUSSELL JONES & WALKER,BRN,3rd Floor Fountain PrecinctS1 2JA,0114 276 6868,,enquiries@rjw.co.uk, 0114 252 5600,: http://www.rjw.co.uk,224669
RUSSELL JONES & WALKER,BRN,Ground Floor Block CNE2 4LD,0191 204 6000,,enquiries@rjw.co.uk, 0191 204 6039,: http://www.rjw.co.uk,259841
RUSSELL JONES & WALKER,BRN,Unit 6b  2nd Floor Benton OffiWF4 5RA,01924 234 300,,enquiries@rjw.co.uk, 01924 234 343,: http://www.rjw.co.uk,386185
RUSSELL-COOKE TRUST COMPANY,HO,2 Putney HillSW15 6AB,020 8789 9111,,operations@sra.org.uk, 020 8785 4286,: http://www.russell-cooke.co.uk,77246
RUSTEM GUARDIAN SOLICITORS,HO,15 New Bridge StreetEC4V 6AU,0207 936 8000,,t.rustem@rustemguardian.co.uk, 0207 936 8001,: http://www.rustemguardian.co.uk,419887
RYLATT CHUBB,HO,15 Old BaileyEC4M 7EF,020 3170 8978,,office@rylattchubb.com, 020 3170 8979,: http://www.rylattchubb.com,519159
S J GELSTHORPE LIMITED,HO,C/O Cartwright KingNG1 2LJ,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,486680
S J S  SOLICITORS,HO,82 Balham High RoadSW12 9AG,020 8675 4436,,sjssolicitors@btconnect.com, 020 8675 4920,: http://sjssolicitors.co.uk,401058
S P A CHAPLIN LIMITED,HO,C/O Cartwright KingNG1 2LJ,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,486687
SA LAW CHAMBERS SOLICITORS LIMITED,HO,Heraldic HouseIG1 4PE,0208 554 0012,,salawchambers2@aol.com, 0208 554 6619,: http://www.salawchambers.com,465436
SALANS LLP,HO,Millennium Bridge HouseEC4V 4AJ,020 7429 6000,,london@salans.com, 020 7429 6001,: http://www.salans.com,428018
SALANS LLP,BRN,North TowerBR1 1LR,020 8460 2237,,operations@sra.org.uk, 020 8466 9374,: http://www.salans.com,498315
SALANS LLP,BRN,Keystone Innovation CentreIP24 1JD,01842 851 400,,thetford@salans.com,,: http://www.salans.com,498322
SALHAN & COMPANY,HO,Murdoch ChambersB4 6PH,0121 605 6000,,enquiries@salhan.co.uk, 0121 605 6001,,321221
SAMUEL & CO SOLICITORS,HO,58b Ripple RoadIG11 7PG,020 8594 5000,,enquiries@samuelsolicitors.com, 020 8594 0200,: http://samuelsolicitors.com,387558
SANSBURY DOUGLAS,HO,6 Unity StreetBS1 5HH,0117 926 5341,,dcampbell@sansburycampbell.co.uk, 0117 922 5625,: http://www.sansburycampbell.co.uk,521728
SANSBURY DOUGLAS,BRN,116 Grosvenor RoadBS2 8YA,0117 955 2663,,david.fanson@douglasandpartners.co.uk, 0117 954 0527,,524516
SANSBURY DOUGLAS,BRN,64 Leinster AvenueBS4 1NL,0117 963 5044,,tim.rose@douglasandpartners.co.uk, 0117 963 5047,,524522
SARFO SOLICITORS,HO,99 Victoria RoadCB4 3BS,01223 305551,,elfreda@sarfosolicitors.co.uk, 01223 305554,,320986
SAUNDERS GOODIN RIDDLESTON,HO,32 Queen StreetIP1 1SS,01473 225600,,admin@sgr-solicitors.com, 01473 230386,: http://www.sgr-solicitors.com,326245
SAUNDERS LAW PARTNERSHIP LLP,HO,Essex HallWC2R 3HY,0207 632 4300,,info@saunders.co.uk, 0207 836 7975,: http://www.saunders.co.uk,516306
SBS SOLICITORS,BRN,3-5 George Street WestLU1 2BJ,01582 876900,,luton@lawsbs.co.uk, 01582 876966,,206110
SCOTT DIXON REILLY WILKES SOLICITORS,HO,37 High StreetOX28 6HP,01993 702 721,,wscott@sdrwlaw.co.uk, 01993 776 681,,424170
SCOTT DIXON REILLY WILKES SOLICITORS,BRN,Mercia HouseOX16 9AB,01295 201 210,,mdixon@sdrwlaw.co.uk, 01295 201211,,448733
SCUDAMORES SOLICITORS,HO,132 Snakes Lane EastIG8 7HZ,08448 802 323,,sonny@scudamores4solicitors.co.uk, 08448 802 322,: http://www.scudamores4solicitors.com,287316
SEBASTIANS,HO,St. Bartholomew HouseEC4Y 1PB,020 7583 2105,,sebastians@seblaw.co.uk, 020 7353 1671,: http://www.sebastians.uk.com,45312
SHAKESPEARE PUTSMAN LLP,HO,Somerset HouseB2 5DJ,0121 237 3000,,info@sp-legal.co.uk, 0121 237 3011,: http://www.sp-legal.co.uk,442480
SHANKLYS SOLICITORS LIMITED,HO,56 Bury New RoadM25 0JU,0161 773 5222,,info@shanklys.com, 0161 773 9555,: http://www.shanklys.com,482603
SHARIF & O'DONOVAN SOLICITORS,HO,620 - 626 Attercliffe RoadS9 3QS,0114 261 1555,,sos_solicitors@hotmail.com, 0114 242 0155,,400777
SHAW GRAHAM KERSH SOLICITORS,HO,35 Great Marlborough StreetW1F 7JF,020 7734 9700,,info@sgk-solicitors.co.uk, 020 7734 4340,: http://www.sgk-solicitors.co.uk,303014
SHAZAD H DAD SOLICITORS,HO,6 Eldon PlaceBD1 3TH,01274 731 000,,shazadhdad@hotmail.co.uk, 01274 731 010,,482288
SHEARMAN BOWEN & CO,HO,3 Dyer's BuildingsEC1N 2JT,0207 025 4450,,info@shearmanbowen.co.uk, 020 7242 3988,: http://www.shearmanbowen.co.uk,345782
SHELLEY & CO,HO,46 Eden StreetCB1 1EL,01223 359441,,mark.shelley@talk21.com, 01223 355 099,: http://www.shelleyandco.co.uk,201914
SHEPHERD HARRIS & CO,HO,96 Silver StreetEN1 3EL,020 8363 8341,,mail@shepherd-harris.co.uk, 020 8367 7440,: http://www.law4u.co.uk,55130
SHERATTE CALEB & CO,HO,54 Fleet StreetEC4Y 1JU,020 7583 5823,,solicitors@caleblaw.co.uk, 020 7583 4487,: http://www.sharattecaleb.co.uk,55136
SHERRARDS,HO,45 Grosvenor RoadAL1 3AW,01727 832830,,law@sherrards.com, 01727 832 833,: http://www.sherrards.com,61067
SHINGLETON NEILSON,HO,27-29 Margate RoadCT11 7SU,01843 594460,,paul@shingletonneilson.net, 01843 592753,: http://www.shingletonneilson.net,382183
SHOOSMITHS,HO,5 The LakesNN4 7SH,08700 863000,,operations@sra.org.uk, 08700 863001,: http://www.shoosmiths.co.uk,55171
SHOOSMITHS,BRN,Apex PlazaRG1 1SH,03700 868800,,operations@sra.org.uk, 03700 868801,: http://www.shoosmiths.co.uk,55177
SHOOSMITHS,BRN,Waterfront HouseNG2 3DQ,03700 865000,,nottingham@shoosmiths.co.uk, 03700 865001,,55178
SHOOSMITHS,BRN,1550 Parkway  Solent BusinessPO15 7AG,01489 881010,,operations@sra.org.uk, 01489 881000,,55189
SHOOSMITHS,BRN,1st FloorMK9 1ES,08700 868300,,operations@sra.org.uk, 08700 868301,,327406
SHOOSMITHS,BRN,7th FloorB3 3SH,08700 864000,,operations@sra.org.uk, 08700 864001,,379843
SHOOSMITHS,BRN,10th FloorM3 3HF,03700 865 600,,harold.brako@shoosmiths.co.uk, 03700 865 601,: http://www.shoosmiths.co.uk,508808
SHOOSMITHS SOLICITORS PERSONAL INJURY DIVISION,BRN,Quantum HouseRG21 4EX,01256 696200,,operations@sra.org.uk, 01256 696201,: http://www.shoosmiths.co.uk,311964
SHULMANS,HO,120 Wellington StreetLS1 4LT,0113 245 2833,,mail@shulmans.co.uk, 0113 246 7326,: http://www.shulmans.co.uk,55208
SILLS & BETTERIDGE LLP,HO,46 Silver StreetLN2 1ED,01522 542 211,,info@sillslegal.co.uk, 01522 510 463,: http://www.sillsonline.co.uk,499219
SILVERBECK RYMER,HO,Dempster BuildingL3 4UU,0151 236 9594,,fiona.mcquigg@silverbeck-rymer.co.uk, 0151 227 1035,,80017
SILVERBECK RYMER,BRN,County HouseCM2 0RG,01245 293910,,law@silverbeck-rymer.co.uk, 01245 291777,,265346
SILVERSMITHS LLP,BRN,264 Stanley RoadL20 3ER,0151 922 6066,,operations@sra.org.uk, 0151 922 2900,,472291
SIMMONS & SIMMONS,HO,CitypointEC2Y 9SS,020 7628 2020,,operations@sra.org.uk, 020 7628 2070,: http://www.simmons-simmons.com,55256
SIMON BETHEL SOLICITORS,HO,58-60 Lewisham High StreetSE13 5JH,020 8297 7933,,info@simonbethel.com, 020 8297 4180,: http://www.simonbethel.com,487846
SIMONS MUIRHEAD & BURTON,HO,8-9 Frith StreetW1D 3JB,0203 206 2700,,mail@smab.co.uk, 0203 206 2800,: http://www.smab.co.uk,62726
SINGLETON SAUNDERS FLOOD,HO,45 Castle StreetCT16 1PT,01304 240 080,,lawyers@ssf-law.co.uk, 01304 240 129,: http://www.ssf-law.co.uk,73968
SJ BERWIN LLP,HO,10 Queen Street PlaceEC4R 1BE,020 7111 2222,,info@sjberwin.com, 020 7111 2000,: http://www.sjberwin.com,421465
SJ LAW,HO,157a High StreetE17 7BX,020 8520 6600,,info@sj-law.co.uk, 020 8509 1807,: http://www.sj-law.co.uk,305136
SKADDEN ARPS SLATE MEAGHER & FLOM (UK) LLP,HO,40 Bank StreetE14 5DS,+44 (0)20 7519 7000,,operations@sra.org.uk, +44 (0)20 7519 7070,: http://www.skadden.com,80014
SLAUGHTER AND MAY,HO,One Bunhill RowEC1Y 8YY,+44 (0) 20 7600 1200,,operations@sra.org.uk, +44 (0) 20 7090 5000,: http://www.slaughterandmay.com,55388
SMITH PARTNERSHIP,HO,4th FloorDE1 1LS,01332 225 225,,admin@smithpartnership.co.uk, 01332 225 444,: http://www.smithpartnership.co.uk,67595
SMITH PARTNERSHIP,BRN,158 High StreetDE14 1JE,01283 742020,,burton@smithpartnership.co.uk, 01283 742040,: http://www.smithpartnership.co.uk,67597
SMITH PARTNERSHIP,BRN,22 High StreetDE11 8HY,01283 226444,,swadlincote@smithpartnership.co.uk, 01283 550319,: http://www.smithpartnership.co.uk,67598
SMITH PARTNERSHIP,BRN,88-90 The StrandST3 2PB,01782 324454,,longton@smithpartnership.co.uk, 01782 332448,: http://www.smithpartnership.co.uk,67599
SMITH PARTNERSHIP,BRN,25 WardwickDE1 1HA,01332 225300,,wardwick@smithpartnership.co.uk, 01332 225303,: http://www.smithpartnership.co.uk,67601
SMITH PARTNERSHIP,BRN,14 York RoadLE1 5TS,0116 247 2000,,leicester@smithpartnership.co.uk, 0116 247 2007,: http://www.smithpartnership.co.uk,302171
SMITH PARTNERSHIP,BRN,45 High StreetDE14 1JP,01283 548282,,burton@smithpartnership.co.uk, 01283 511365,: http://www.smithpartnership.co.uk,495498
SMITHFIELD PARTNERS LIMITED,HO,2nd FloorEC4N 5AF,0845 539 1000,,solicitors@smithfieldpartners.com, 0207 397 8753,: http://www.smithfieldpartners.com,499315
SMITHLEANING LIMITED,HO,Ground FloorTR15 2SB,01209 200 905,,info@smithleaning.co.uk, 01209 200 908,,513897
SONI & KAUR,HO,80 High StreetTW8 8AE,020 8568 6464,,soniandkaur@btinternet.com, 020 8568 3232,,208170
SONN MACMILLAN WALKER,HO,12 Widegate StreetE1 7HP,020 7377 8889,,operations@sra.org.uk, 020 7377 8279,: http://www.criminalsolicitor.co.uk,75149
SOUTHERNS,HO,MacKenzie HouseBB11 1UB,01282 422711,,bankparade@southernslaw.co.uk, 01282 470320,: http://www.southernslaw.co.uk,304147
SOUTHERNS,BRN,6a Hargreaves StreetBB11 1ES,01282 438446,,hargreavesstreet@southernslaw.co.uk, 01282 446525,: http://www.southernslaw.co.uk,304152
SOUTHERNS,BRN,17-23 Carr RoadBB9 7JS,01282 603663,,carrroad@southernslaw.co.uk, 01282 608332,: http://www.southernslaw.co.uk,304165
SOUTHERNS,BRN,73 Albert RoadBB8 0BP,01282 863 113,,albertroad@southernslaw.co.uk, 01282 857727,: http://www.southernslaw.co.uk,304169
SOVEREIGN TRUSTEES LIMITED,HO,Sovereign HouseLS1 1HQ,0113 209 2000,,operations@sra.org.uk, 0113 209 2060,,344161
SPEECHLY BIRCHAM LLP,HO,6 New Street SquareEC4A 3LX,+44 (0)20 7427 6400,,operations@sra.org.uk, +44 (0)20 7427 6600,: http://www.speechlys.com,447094
SPRECHER GRIER HALBERSTAM LLP,HO,One America SquareEC3N 2SG,0207 264  4444,,info@sghlaw.com, 0207 264 4440,: http://www.sghlaw.com,347123
SQUIRE SANDERS & DEMPSEY,HO,Tower 42  Level 25EC2N 1HQ,+44 20 7189 8000,,operations@sra.org.uk, +44 20 7189 8111,: http://www.ssd.com,300459
ST ALBANS SOLICITORS,HO,Fountain CourtAL1 3TF,01727 884658,,operations@sra.org.uk, 01727 884800,,470467
ST ANN'S PENSION TRUSTEES LIMITED,HO,112 QuaysideNE99 1SB,0191 279 9000,,law@dickinson-dees.com, 0191 279 9100,: http://www.dickinson-dees.com,371391
ST LAW SOLICITORS,HO,2 Inspire CourtW7 2AL,0208 8405 993,,htelewa@hotmail.co.uk, 0208 840 5993,,490075
ST LAW SOLICITORS,BRN,74 Ilford LaneIG1 2LA,020 8478 5599,,shah@stlaw.org.uk, 020 8478 7728,: http://www.stlaws.org.uk,512027
STANLEY TEE LLP,HO,6 High StreetCM23 2LU,01279 755200,,law@stanleytee.co.uk, 01279 758400,: http://www.stanleytee.co.uk,464615
STANLEY TEE LLP,BRN,42 High StreetCM6 1AH,01371 872 166,,law@stanleytee.co.uk, 01371 875747,: http://www.stanleytee.co.uk,464616
STANLEY TEE LLP,BRN,68 High StreetCB10 1AD,01799 527299,,operations@sra.org.uk, 01799 525249,,464621
STANLEY TEE LLP,BRN,Devonshire HouseCB2 1AW,01223 311 141,,law@stanleytee.co.uk, 01223 460 749,: http://www.stanleytee.co.uk,488243
STEPHEN FIDLER & CO,HO,5 Dyer's BuildingsEC1N 2JT,0207 353 8999,,sfidler@stephenfidler.co.uk, 0207 353 9032,: http://www.stephenfidler.co.uk,72568
STEPHEN LICKRISH & ASSOCIATES LIMITED,HO,8th FloorM1 3LD,0161 237 1913,,info@stephenlickrish.co.uk, 0161 237 9251,: http://www.stephenlickrish.co.uk,437441
STEPHEN RIMMER LLP,HO,28-30 Hyde GardensBN21 4PX,01323 644222,,cw@stephenrimmer.com, 01323 733034,: http://www.stephenrimmer.com,497398
STEPHENSON HARWOOD,HO,1 St. Paul's ChurchyardEC4M 8SH,020 7329 4422,,info@shlegal.com, 020 7329 7100,: http://www.shlegal.com,55865
STEPHENSONS SOLICITORS LLP,HO,24-34 Lord StreetWN7 1AB,01942 777777,,aeh@stephensons.co.uk, 01942 774545,: http://www.stephensons.co.uk,449153
STEPHENSONS SOLICITORS LLP,BRN,26 Union StreetWN7 1AT,01942 777777,,operations@sra.org.uk, 01942 774215,: http://www.stephensons.co.uk,449154
STEPHENSONS SOLICITORS LLP,BRN,13 Silverwell StreetBL1 1PP,01942 777777,,operations@sra.org.uk, 01204 389814,: http://www.stephensons.co.uk,449155
STEPHENSONS SOLICITORS LLP,BRN,95-101 Corporation StreetWA10 1SX,01942 777777,,operations@sra.org.uk, 01744 451381,: http://www.stephensons.co.uk,449157
STEPHENSONS SOLICITORS LLP,BRN,10-14 Library StreetWN1 1NN,01942 777777,,operations@sra.org.uk, 01942 821262,: http://www.stephensons.co.uk,449158
STEPHENSONS SOLICITORS LLP,BRN,Wigan Investment CentreWN3 5BA,01942 777777,,operations@sra.org.uk, 01942 774178,: http://www.stephensons.co.uk,449159
STEPTOE & JOHNSON,HO,99 Gresham StreetEC2V 7NG,0207 367 8000,,operations@sra.org.uk, 0207 367 8001,: http://www.steptoe.com,343404
STERNBERG REED,HO,Focal HouseIG11 8DN,020 8591 3366,,strg@sternberg-reed.co.uk, 020 8594 4606,: http://www.sternberg-reed.co.uk,63650
STERNBERG REED INCORORATING DAVID CHARNLEY & CO,BRN,18a New RoadRM17 6NG,01375 486 500,,enquiries@sternberg-reed.co.uk, 01375 486509,: http://www.sternberg-reed.co.uk,467073
STERNBERG REED INCORORATING DAVID CHARNLEY & CO,BRN,2nd Floor Crown HouseIG11 8HG,020 8591 3366,,enquiries@sternberg-reed.co.uk, 020 8594 4606,: http://www.sternberg-reed.co.uk,467077
STERNBERG REED INCORORATING DAVID CHARNLEY & CO,BRN,102 South StreetRM1 1RX,01708 766155,,enquiries@sternberg-reed.co.uk, 01708 730743,: http://www.sternberg-reed.co.uk,467078
STEWARTS LAW LLP,HO,5 New Street SquareEC4A 3BF,0207 822 8000,,info@stewartslaw.com, 0207 822 8080,: http://www.stewartslaw.com,486857
STEWARTS LAW LLP,BRN,9 Bond CourtLS1 2JZ,0113 222 0022,,operations@sra.org.uk, 0113 222 0044,: http://www.stewartslaw.com,486863
STITT & CO,HO,11 Gough SquareEC4A 3DE,0207 832 0840,,stitt@stitt.co.uk, 0207 832 0841,: http://www.stitt.co.uk,55928
STOCKINGER,HO,49 Queen Victoria StreetEC4N 4SA,020 7833 0448,,stockinger@attglobal.net, 020 7833 0448,,322148
STOKES SOLICITORS LLP,HO,108 Victoria Road NorthPO5 1QQ,023 92 828131,,mail@stokes-law.co.uk, 023 92 811339,: http://www.stokes-law.co.uk,487021
STOKOE PARTNERSHIP,HO,646-648 High Road LeytonstoneE11 3AA,020 8558 8884,,enquiries@stokoepartnership.com, 020 8539 9007,: http://www.stokoepartnership.com,75465
STOKOE PARTNERSHIP,BRN,The BoatmansM15 4QF,0161 237 5755,,enquiries@stokoepartnership.com, 0161 237 5700,,461619
STRAW & PEARCE,HO,18 Rectory PlaceLE11 1UU,01509 268931,,info@strawandpearce.co.uk, 01509 610217,: http://www.strawandpearce.co.uk,56012
STRINGFELLOW & CO,HO,41 North End RoadW14 8SZ,020 7371 4040,,admin@stringfellowsolicitors.co.uk, 0207 371 3744,: http://www.stringfellowsolicitors.co.uk,469490
STUART MILLER,HO,247 High RoadN22 8HF,0208 888 5225,,gkampanella@stuartmiller.uk.com, 0208 889 5871,: http://www.stuartmiller.uk.com,484982
SUNDIP MURRIA (WOLVERHAMPTON) SOLICITORS LIMITED,HO,2-3 Walsall RoadWV13 2EH,08445 674 999,,operations@sra.org.uk, 01902 637 090,,401905
SUSSEX DEFENCE SOLICITORS,HO,5 Selden ParadeBN13 2HL,01903 261127,,operations@sra.org.uk, 01903 260282,,472806
SVARMSTRONG,HO,Precision HouseLS14 1NH, 0113 265 5205,,stuart.armstrong@svarmstrong.com,,: http://www.svarmstrong.com,510248
SVS SOLICITORS,HO,60a Packhorse RoadSL9 8EF,01753 889123,,sash@svssolicitors.com, 01753 889314,,521459
SWAIN & CO,HO,11A South StreetPO9 1BU,02392 483322,,mail@swainandco.com, 02392 483366,: http://www.swainandco.com,371301
SWAIN & CO,BRN,3-5 South StreetPO9 1BU,023 9249 2967,,mail@swainandco.com, 023 9249 9349,: http://www.swainandco.com,371303
SWITALSKIS SOLICITORS LLP,HO,19 CheapsideWF1 2SD,01924 882000,,help@switalskis.com, 01924 290333,: http://www.switalskis.com,496246
SWITALSKIS SOLICITORS LLP,BRN,2a Darley StreetBD1 3HH,01274 720314,,operations@sra.org.uk, 01274 721206,,496247
SWITALSKIS SOLICITORS LLP,BRN,St. James HouseLS1 2SP,0113 223 1400,,operations@sra.org.uk, 0113 223 1401,,496760
SYDNEY MITCHELL LLP,HO,Chattock HouseB90 3DN,0121 746 3300,,enquiries@sydneymitchell.co.uk, 0121 745 7650,: http://www.sydneymitchell.co.uk,513895
SYDNEY MITCHELL LLP,BRN,Aspley HouseB2 5TJ,0121 698 2200,,enquiries@sydneymitchell.co.uk, 0121 200 1513,: http://www.sydneymitchell.co.uk,518154
SYDNEY MITCHELL LLP,BRN,336 Stratford RoadB90 3DN,0121 746 3300,,enquiries@sydneymitchell.co.uk, 0121 745 7650,: http://www.sydneymitchell.co.uk,518156
SYDNEY MITCHELL LLP,BRN,Suite 1  Shakespeare BuildingB26 3NL,0121 700 1400,,enquiries@sydneymitchell.co.uk, 0121 700 1480,: http://www.sydneymitchell.co.uk,518157
SYEDS SOLICITORS,HO,84-86 Bristol StreetB5 7AH,0121 666 6605,,info@syedssolicitors.com, 0121 666 6607,,405299
