Name,Office,Address,Telephone,Email,Fax,WebSite,Id
THOMPSON ALLEN LLP,HO,6 Marlborough PlaceBN1 1UB,01273 608003,operations@sra.org.uk, 01273 608004,,439558
THOMSON SNELL & PASSMORE,HO,3 Lonsdale GardensTN1 1NX,01892 510000,rboorman@ts-p.co.uk, 01892 54 9884, http//www.ts-p.co.uk,56451
THRING TOWNSEND LEE & PEMBERTONS,HO,6 Drakes MeadowSN3 3LL,01793 410800,solicitors@ttuk.com, 01793 539040, http//www.ttuk.com,330638
THRING TOWNSEND LEE & PEMBERTONS,BRN,Midland Bridge RoadBA1 2HQ,01225 340000,operations@sra.org.uk, 01225 319 735,,362661
THRING TOWNSEND LEE & PEMBERTONS,BRN,The ParagonBS1 6BX,1179309500,solicitors@ttuk.com,1179293369, http//www.ttuk.com,427400
THRING TOWNSEND LEE & PEMBERTONS,BRN,Kinnaird HouseSW1Y 5AU,0207 766 5600,operations@sra.org.uk, 020 7766 5675, http//www.ttuk.com,468263
TIM SISSON LIMITED,HO,Pearl Assurance HouseNG1 6BX,0115 947 6651,mailbox@abg-law.com, 0115 947 5244, http//www.abg-law.com,518214
TLT LLP,HO,1 Redcliff StreetBS1 6TP,0117 917 7777,generalenquiries@TLTsolicitors.com, +44 (0)117 917 7778, http//www.tltsolicitors.com,406297
TLT LLP,BRN,6th FloorSE1 9LH,020 7620 1311,operations@sra.org.uk, 020 7620 0860, http//www.tltsolicitors.com,420844
TLT LLP,BRN,101 Victoria StreetBS1 6PU,,operations@sra.org.uk,,,494808
TOLHURST FISHER LLP,HO,Marlborough HouseCM1 1LN,01245 216100,clatham@tolhurstfisher.com, 01245 494771, http//www.tolhurstfisher.com,463244
TOLLER BEATTIE LLP,HO,Queen's HouseEX32 8TB,01271 341000,robert.beattie@tollerbeattie.co.uk, 01271 374762, http//www.tollerbeattie.co.uk,484825
TOM LENON,HO,Flat 4  Brecon HouseDT9 3BY,07981 500 357,info@dorsetlegal.co.uk,, http//www.dorsetlegal.co.uk,524104
TOM PAYNE LAW LIMITED,HO,c/o ActonsNG1 5BQ,0115 9100 200,tom.payne@actons.co.uk,, http//www.actons.co.uk,484803
TOUCHSTONE LEGAL SERVICES,HO,199 Camp RoadAL1 5NB,07787 283749,sarah@touchstonels.com,, http//www.touchstonels.com,512660
TOWERHOUSE CONSULTING LLP,HO,10 Fitzroy SquareW1T 5HP,0870 800 5300,office@towerhouseconsulting.com, 0207 874 1883, http//www.towerhousecinsulting.com,468963
TP PRIVATE CLIENT,HO,Hollins ChambersM3 3BA,0161 833 1133,pc@tp.co.uk, 0161 833 8430, http//www.tp.co.uk,303898
TPP LAW LIMITED,HO,53 Great Suffolk StreetSE1 0DB,+44 (0)20 7620 0888,info@tpplaw.co.uk, 44 (0)20 7620 0778, http//www.tpplaw.com,345540
TPP LAW LIMITED,BRN,Regent HouseSK4 1BS,0161 480 1616,manchester@tpplaw.co.uk,,,523237
TRADING TERMS LIMITED,HO,5 Melrose AvenueSW19 8BU,0208 946 2355,info@tradingterms.co.uk,, http//www.tradingterms.co.uk,512601
TRAVERS SMITH LLP,HO,10 Snow HillEC1A 2AL,0207 295 3000,travers.smith@traverssmith.com, 0207 295 3500, http//www.traverssmith.com,489478
TRAVERS SMITH LLP,BRN,12 Smithfield StreetEC1A 9LA,0207 295 3000,operations@sra.org.uk, 0207 295 3500,,489483
TRETHOWANS LLP,HO,London Road Office ParkSP1 3HP,01722 412512,info@trethowans.com, 01722 411300, http//www.trethowans.com,508254
TRETHOWANS LLP,BRN,Director Generals HouseSO15 2EP,02380 321000,operations@sra.org.uk,2380321001, http//www.trethowans.com,508256
TRG LAW,HO,LyndhurstGU22 7UT,+44 (0) 1483 730 303,p.golding@trglaw.com, +44 (0)1483 776 706, http//www.TRGlaw.com,403213
TROWERS & HAMLINS LLP,HO,Sceptre CourtEC3N 4DX,0207 423 8000,enquiries@trowers.com, 0207 423 8001, http//www.trowers.com,494314
TROWERS & HAMLINS LLP,BRN,Heron HouseM2 5HD,0161 211 0000,operations@sra.org.uk, 0161 211 0001,,495185
TROWERS & HAMLINS LLP,BRN,Portland HouseEX4 6AB,01392 217466,operations@sra.org.uk,,,495186
TRUELEGAL SOLICITORS,HO,76 Fore StreetEX3 0HQ,01392 879 414,info@truelegal.co.uk, 01392 879 429, http//www.truelegal.co.uk,324152
TRUSTEE SOLUTIONS LIMITED,HO,1 Park RowLS1 5AB,0113 244 5000,operations@sra.org.uk, 0113 244 8000, http//www.pinsentmasons.com,76341
TUCKERS,HO,63-65 Mosley StreetM2 3HZ,0161 233 4321,info@tuckerssolicitors.com, 0161 233 4333, http//www.tuckerssolicitors.com,56791
TURNBULL RUTHERFORD LIMITED,HO,Highland HouseSW19 1NE,020 8545 6600,enquiries@turnbullrutherford.com, 020 845 6633, http//www.turnbullrutherford.com,441908
TURNER PARKINSON LLP,HO,Hollins ChambersM3 3BA,0161 833 1212,tp@tp.co.uk, 0161 834 9098, http//www.tp.co.uk,420638
TWM SOLICITORS LLP,BRN,16-18 Quarry StreetGU1 3UF,01483 306325,operations@sra.org.uk, 01483 306327, http//www.twmsolicitors.com,385885
TZANEV & CO LAWYERS,HO,49 Severn DriveKT10 0AJ,+44(0)208 2242779,nik.tzanev@gmail.com, +44 (0) 208 224 2779, http//www.tzanev.co.uk,446754
UK LAWYERS,HO,1 Mount Pleasant RoadNW10 3EG,0208 451 7509,uklawyers@tiscali.co.uk, 0208 099 2232, http//uk-lawyers.eu,425527
UMBERTO VIETRI LIMITED,HO,Bridge HouseBD21 2BH,01535 607666,unberto@uvlaw.co.uk, 0870 762 0310, http//www.uvlaw.co.uk,370881
VAN STRATEN SOLICITORS,HO,RB BuildingW10 4RH,0208 588 9660,adam@vanstraten.co.uk, 020 8969 7285, http//www.vanstraten.co.uk,487849
VARLEY HIBBS LLP,HO,3 Coventry Innovation VillageCV1 2TL,0247 663 1000,info@varleyhibbs.com, 024 7663 0808, http//www.varleyhibbs.com,400173
VEALE WASBROUGH EXECUTOR AND TRUSTEE COMPANY,HO,Orchard CourtBS1 5WS,0117 925 2020,operations@sra.org.uk, 0117 925 2025,,79926
VEALE WASBROUGH VIZARDS,HO,Orchard CourtBS1 5WS,0117 925 2020,central@vwl.co.uk, 0117 925 2025, http//www.vwl.co.uk,68837
VEALE WASBROUGH VIZARDS,BRN,Barnards InnEC4A 1AD,0207 405 1234,central@vwl.co.uk, 0207 405 4171, http//www.vwl.co.uk,522365
VERISONA,BRN,Wellesley HousePO7 7AN,02392 265 251,mail@verisona.com, 02392 241 597, http//www.verisona.com,494909
VERISONA,BRN,Building 1000PO6 3EN,02392 380112,mail@verisona.com, 02392 312080, http//www.verisona.com,512701
VERISONA LIMITED,HO,64-66 West StreetPO9 1PA,023 9249 2472,mail@verisona.com, 02392 492 462, http//www.verisona.com,494891
VERITAS  SOLICITORS LLP,HO,Blackburn Enterprise CentreBB1 3HQ,01254 504 999,info@veritassolicitors.co.uk, 01254 504 998, http//www.veritassolicitors.co.uk,472036
VERTEX LAW LLP,HO,23 Kings Hill AvenueME19 4UA,01732 224 000,operations@sra.org.uk, 01732 224 001, http//www.vertexlaw.co.uk,405216
VIHPS LEGAL LIMITED,HO,7 Wyvern HouseGU16 7HJ,0845 450 8445,paul@vihps.com,8452801777, http//www.vihps.com,446266
VINCENT SYKES & HIGHAM LLP,HO,Montague HouseNN14 4LN,01832 732161,mail@vshlaw.co.uk, 01832 733701, http//www.vshlaw.co.uk,466567
VMS SOLICITORS LLP,HO,Monticello HouseWC1B 4JP,0207 907 4763,operations@sra.org.uk, 0207 907 4763,,510277
WAKE SMITH & TOFIELDS,HO,68 Clarkehouse RoadS10 2LJ,0114 266 6660,legal@wake-smith.com, 0114 267 1253, http//www.wake-smith.com,57054
WAKE SMITH & TOFIELDS,BRN,55 Old Broad StreetEC2M 1RX,0207 997 6009,legal@wakesmith.com, 0207 997 6190, http//www.wake-smith.com,488358
WAKE SMITH AND TOFIELDS,BRN,6 Campo LaneS1 2EF,0114 266 6660,legal@wake-smith.com, 0114 273 1956, http//www.wake-smith.com,57058
WAKE SMITH AND TOFIELDS,BRN,14 Figtree LaneS1 2DJ,0114 266 6660,legal@wake-smith.com, 0114 273 1956, http//www.wake-smith.com,468220
WALKER MORRIS,HO,Kings CourtLS1 2HL,0113 283 2500,dxj@walkermorris.co.uk, 0113 245 9412, http//www.walkermorris.co.uk,68432
WALKERS,HO,20 CastlegateYO1 9RN,01904 633220,walkerlaw@btconnect.com,,,489099
WALLACE LLP,HO,1 Portland PlaceW1B 1PN,020 7636 4422,lawyers@wallace.co.uk, 020 7636 3736, http//www.wallace.co.uk,401300
WARD HADAWAY,HO,Sandgate HouseNE1 3DX,0191 204 4000,enquiries@wardhadaway.com, 0191 204 4001, http//www.wardhadaway.com,204387
WARD HADAWAY,BRN,1a Tower SquareLS1 4DL,0113 205 6600,enquiries@wardhadaway.com, 0113 205 6700, http//www.wardhadaway.com,494985
WARNER GOODMAN LLP,HO,Portland ChambersPO16 0JR,01329 288121,iancurtis@warnergoodman.co.uk, 01329 822714, http//www.warnergoodman.co.uk,463470
WARNER GOODMAN LLP,BRN,8 College PlaceSO15 2FF,023 80639311,operations@sra.org.uk, 023 80226423, http//www.warnergoodman.co.uk,463471
WARNER GOODMAN LLP,BRN,Colman HousePO1 2RG,023 92753575,operations@sra.org.uk, 023 92755094, http//www.warnergoodman.co.uk,463472
WARNERS LAW LLP,HO,Bank HouseTN9 1BL,01732 770660,general@warners-solicitors.co.uk, 01732 362452, http//www.warners-solicitors.co.uk,446201
WARNERS LAW LLP,BRN,16 South ParkTN13 1AN,01732 747900,general@warners-solicitors.co.uk, 01732 747919, http//www.warners-solicitors.co.uk,446202
WATERFALL SOLICITORS LIMITED,HO,6 Somerley RoadBH9 1ES,0207 193 1886,info@waterfall.org, 0870 762 5889,,522181
WATERFRONT SOLICITORS LLP,HO,5 The Leather MarketSE1 3ER,0207 234 0200,info@waterfrontsolicitors.com, 0207 234 0600, http//www.waterfrontsolicitors.com,499950
WATSON BURTON LLP,HO,1 St. James' GateNE99 1YQ,0191 244 4444,enquiries@watsonburton.com, 0191 244 4500, http//www.watsonburton.com,401287
WATSON BURTON LLP,BRN,1 City SquareLS1 2ES,0113 235 5455,enquiries@watsonburton.com, 0113 235 5450, http//www.watsonburton.com,420341
WATSON BURTON LLP,BRN,Floor 29EC3A 8BF,020 7337 8300,enquiries@watsonburton.com, 020 7337 8350, http//www.watsonburton.com,444400
WATSON FARLEY & WILLIAMS LLP,HO,15 Appold StreetEC2A 2HB,020 7814 8000,operations@sra.org.uk, 020 7814 8141, http//www.wfw.com,420646
WEDLAKE BELL,HO,52 Bedford RowWC1R 4LR,020 7395 3000,nking@wedlakebell.com, 020 7395 3100, http//www.wedlakebell.com,57446
WEDLAKE SAINT,HO,17 Micawber StreetN1 7TB,020 7566 4100,allisonm@wedlakesaint.co.uk, 020 7242 3100, http//www.wedlakesaint.co.uk,57449
WEDLAKE SAINT,BRN,Crown HouseAL3 7LW,01582 790900,office@wedlakesaint.co.uk, 01582 790901, http//www.wedlakesaint.co.uk,206673
WEIGHTMANS LLP,BRN,First FloorB2 5EF,0121 632 6100,james.holman@weightmans.com, 0121 632 5410, http//www.weightmans.com,463330
WEIGHTMANS LLP,BRN,Second FloorEC4A 3BF,0207 822 1900,james.holman@weightmans.com, 0207 822 1901, http//www.weightmans.com,463332
WEIL GOTSHAL & MANGES,HO,1 South PlaceEC2M 2WG,020 7903 1000,operations@sra.org.uk, 020 7903 0990, http//www.weil.com,192479
WELBURN & CO,HO,Howard RoadSO15 5BB,02380 230500,welburn@welburn.co.uk, 02380 224091, http//www.welburn.co.uk,192476
WENDY SHAW LIMITED,HO,C/O Ashton Bond Gigg SolicitorNG1 6BX,,wshaw@hmtlegal.com,,,364248
WESTFIELD SOLICITORS,HO,South TowerBR1 1WA,0208 228 1260,info@westfieldsolicitors.com, 0208 228 1263,,495461
WESTWOOD SOLICITORS,BRN,Carlton HouseM2 5PE,0161 832 6178,info@westwood-solicitors.co.uk, 0161 832 6147, http//www.westwood-solicitors.co.uk,364034
WG&M SECRETARIES LIMITED,HO,1 South PlaceEC2M 2WG,0207 903 1000,operations@sra.org.uk, 0207 903 0990,,488441
WHEELERS LLP,HO,30 Wharf RoadGU12 5AR,01252 316316,info@wheelerslaw.co.uk, 01252 328312, http//www.wheelerslaw.co.uk,485182
WHEELERS LLP,BRN,The HubGU14 7JP,01252 316316,info@wheelerslaw.co.uk, 01252 382312, http//www.wheelerslaw.co.uk,485193
WHELAN WORNER LIMITED,HO,48 Charles StreetW1J 5EN,0207 409 1872,info@whelanworner.com,, http//www.whelanworner.com,489703
WHITE & BLACK LEGAL LLP,HO,The Great BarnOX7 5QR,0800 035 2656,enquiries@wablegal.com, 0845 201 3155, http//www.wablegal.com,465942
WHITE & CASE (INTERNATIONAL) LLP,HO,5 Old Broad StreetEC2N 1DW,020 7532 1000,operations@sra.org.uk, 020 7532 1001, http//www.whitecase.com,472817
WHITE & CASE LLP,HO,5 Old Broad StreetEC2N 1DW,020 7532 1000,operations@sra.org.uk, 020 7532 1001, http//www.whitecase.com,449150
WHITMAN BREED,HO,960 Capability GreenLU1 3PE,01582 635077,info@whitmanbreedlaw.com, 01582 635177, http//www.whitmanbreedlaw.com,65813
WHITMAN BREED,BRN,99 Upper Grosvenor RoadTN1 2EA,01892 513 903,info@whitemanbreedlaw.com, 01892 513903, http//www.whitmanbreedlaw.com,490222
WIGGIN LLP,HO,95 PromenadeGL50 1WG,01242 224114,law@wiggin.co.uk, 01242 224223, http//www.wiggin.co.uk,420659
WILDE LAW,HO,Charles HouseTR1 2PQ,07588 671 566,operations@sra.org.uk,,,519264
WILKIN CHAPMAN LLP,HO,New Oxford HouseDN31 1EY,01472 262626,it@wilkinchapman.co.uk, 01472 360198, http//www.wilkinchapman.co.uk,509655
WILKIN CHAPMAN LLP,BRN,17 CornmarketLN11 9QA,01507 606161,it@wilkinchapman.co.uk, 01507 600015, http//www.wilkinchapman.co.uk,512900
WILKIN CHAPMAN LLP,BRN,7 Bull RingLN9 5HX,01507 527521,it@wilkinchapman.co.uk, 01507 526918, http//www.wilkinchapman.co.uk,512901
WILKIN CHAPMAN LLP,BRN,2 Bank StreetLN2 1DR,01522 512345,it@wilkinchapman.co.uk, 01522 545803, http//www.wilkinchapman,512902
WILKIN CHAPMAN LLP,BRN,The HallHU17 8HL,01482 398398,it@wilkinchapman.co.uk, 01482 870913, http//www.wilkinchapman.co.uk,512904
WILKIN CHAPMAN LLP,BRN,46 St. Peters AvenueDN35 8HR,01472 691285,it@wilkinchapman.co.uk, 01472 695872, http//www.wilkinchapman.co.uk,513689
WILKIN CHAPMAN LLP,BRN,1 Town Hall StreetDN31 1HE,01472 262626,it@wilkinchapman.co.uk, 01472 340870, http//www.wilkinchapman.co.uk,513690
WILLIAM STURGES & CO,HO,Burwood HouseSW1H 0QY,020 7873 1000,law@williamsturges.co.uk, 020 7873 1010, http//www.williamsturges.co.uk,61447
WILLIAMS HOLDEN COOKLIN GIBBONS LLP,HO,6th FloorEC3M 7AW,020 7743 7260,mail@whcglaw.com, 020 7743 7261, http//www.whcglaw.com,424175
WILLIAMS SOLICITORS,HO,Oak CottageCO7 6TJ,01206 298877,williams@bizlegal.biz, 05600 757 036, http//www.bizlegal.biz,389849
WINCKWORTH & PEMBERTON  NOMINEES LIMITED,HO,Minerva HouseSE1 9BB,0207 593 5019,operations@sra.org.uk, 0207 593 0319,,176335
WINCKWORTH SHERWOOD LLP,HO,Minerva HouseSE1 9BB,0207 593 5000,tvesey@wslaw.co.uk, 0207 593 5099, http//www.wslaw.co.uk,484799
WINCKWORTH SHERWOOD LLP,BRN,16 Beaumont StreetOX1 2LZ,0207 593 5000,operations@sra.org.uk, 01865 726274, http//www.wslaw.co.uk,484807
WINCKWORTH SHERWOOD LLP,BRN,53a New StreetCM1 1NE,01245 262212,operations@sra.org.uk, 01245 252 502, http//www.wslaw.co.uk,484819
WINSTON SOLICITORS LLP,HO,112 Street LaneLS8 2AL,0113 3205000,info@winstonsolicitors.co.uk, 0113 320 6000, http//www.winstonsolicitors.co.uk,495024
WINTON & WINTON LIMITED,HO,Upper CrossRG20 8JY,01635 814418,charlotte@winton.biz,, http//www.wintonwinton.com,441262
WITHY KING,HO,5-6 Northumberland BuildingsBA1 2JE,01225 425731,lucy.hughes@withyking.co.uk, 01225 315562, http//www.withyking.co.uk,59889
WITHY KING,BRN,Bryer Ash Business ParkBA14 8AW,01225 777464,mail@withyking.co.uk, 01225 405115, http//www.withyking.co.uk,272172
WITHY KING,BRN,James Street WestBA1 2BT,01225 425731,mail@withking.co.uk, 01225 315562, http//www.withyking.co.uk,353609
WITHY KING,BRN,4-6 Newport StreetSN1 3DX,01793 536526,enquiries@withyking.co.uk, 01793 618140, http//www.withyking.co.uk,365646
WITHY KING,BRN,Ailesbury CourtSN8 1AA,01672 514871,enquiries@withyking.co.uk, 01672 515049, http//www.withyking.co.uk,365647
WITHY KING (INCORPORATING MARSHALL & GALPIN),BRN,7 ButtermarketOX9 3EW,,operations@sra.org.uk,,,495796
WITHY KING (INCORPORATING MARSHALL AND GALPIN),BRN,33 West St. Helen StreetOX14 5DY,01235 555345,mail@withyking.co.uk, 01235 553489, http//www.withyking.co.uk,493357
WITHY KING (INCORPORATING MARSHALL AND GALPIN),BRN,North Bailey HouseOX1 2EA,01865 792300,enquiries@withyking.co.uk, 01865 793616, http//www.withyking.co.uk,493358
WOLFERSTANS,HO,60-66 North HillPL4 8EP,01752 663295,info@wolferstans.com, 01752 672021, http//www.wolferstans.com,75407
WOLLASTONS LLP,HO,Brierly PlaceCM2 0AP,01245 211211,operations@sra.org.uk, 01245 354764, http//www.wollastons.co.uk,425062
WOOD-ATKINS COMMERCIAL LAW,HO,The Old Post OfficeHP22 9JU,01296 640166,enquiries@woodatkins.com, 01296 640977, http//www.woodatkins.com,341440
WOODFINES LLP,HO,16 St. Cuthberts StreetMK40 3JG,01234 270600,mail@woodfines.co.uk, 01234 210128, http//www.woodfines.co.uk,439262
WRAGGE & CO LLP,HO,55 Colmore RowB3 2AS,0121 233 1000,mail@wragge.com, 0121 214 1099, http//www.wragge.com,382961
WRAGGE & CO LLP,BRN,3 Waterhouse SquareEC1N 2SW,0870 903 1000,mail@wragge.com, 0870 904 1099, http//www.wragge.com,382962
WRIGHT HASSALL LLP,HO,Olympus HouseCV34 6BF,01926 886688,email@wrighthassall.co.uk, 01926 885588, http//www.wrighthassall.co.uk,427848
WTS LEGAL,HO,Flat 4NW6 1UG,0207 435 4588,rboothroyd@tiscali.co.uk,,,521773
YORSOLICITOR,HO,1a Main StreetYO19 6AH,01904 449933,emcm@yorsolicitor.co.uk, 01904 449933, http//www.yorsolicitor.co.uk,443801
YOUNG & LEE SOLICITORS LIMITED,HO,6 The WharfB1 2JS,0121 633 3233,operations@sra.org.uk, 0121 632 5292,,485028
YOUNG & PEARCE,HO,58 Talbot StreetNG1 5GL,0115 959 8888,info@youngandpearce.com, 0115 947 5572, http//www.youngandpearce.com,56542
YOUNG & PEARCE,BRN,111 Church RoadNG14 5DJ,0115 931 2995,operations@sra.org.uk, 0115 947 5572,,331835
